10,50,1000,0.0,0.0,34.333332,6.3333335
10,60,1000,0.0,0.0,24.333334,5.3333335
10,70,1000,0.0,0.0,23.0,5.0
10,80,1000,0.0,0.0,18.666666,5.3333335
10,90,1000,0.0,0.0,31.666666,5.0
10,100,1000,0.0,0.0,74.333336,5.0
10,50,1800,0.0,0.0,15.333333,5.3333335
10,60,1800,0.0,0.0,25.0,5.6666665
10,70,1800,0.0,0.0,29.666666,5.6666665
10,80,1800,0.0,0.0,40.0,6.0
10,90,1800,0.0,0.0,37.0,4.6666665
10,100,1800,0.0,0.0,40.666668,5.0
10,50,2600,0.0,0.0,25.666666,6.0
10,60,2600,0.0,0.0,35.666668,5.6666665
10,70,2600,0.0,0.0,36.0,5.6666665
10,80,2600,0.0,0.0,38.666668,5.0
10,90,2600,0.0,0.0,58.666668,5.3333335
10,100,2600,0.0,0.0,52.666668,5.3333335
10,50,3400,0.0,0.0,22.0,6.0
10,60,3400,0.0,0.0,32.333332,6.3333335
10,70,3400,0.0,0.0,63.666668,6.0
10,80,3400,0.0,0.0,63.333332,5.6666665
10,90,3400,0.0,0.0,64.333336,4.6666665
10,100,3400,0.0,0.0,81.666664,4.6666665
10,50,4200,0.0,0.0,38.0,5.0
10,60,4200,0.0,0.0,42.666668,4.6666665
10,70,4200,0.0,0.0,63.666668,4.6666665
10,80,4200,0.0,0.0,74.0,5.0
10,90,4200,0.0,0.0,86.333336,5.0
10,100,4200,0.0,0.0,104.333336,5.0
10,50,5000,0.0,0.0,38.333332,5.3333335
10,60,5000,0.0,0.0,50.333332,5.3333335
10,70,5000,0.0,0.0,71.0,5.3333335
10,80,5000,0.0,0.0,98.333336,5.3333335
10,90,5000,0.0,0.0,93.333336,5.0
10,100,5000,0.0,0.0,124.666664,5.0
10,50,1000,0.0,0.2,16.333334,9.666667
10,60,1000,0.0,0.2,14.666667,10.666667
10,70,1000,0.0,0.2,21.333334,8.666667
10,80,1000,0.0,0.2,23.333334,9.333333
10,90,1000,0.0,0.2,31.0,11.0
10,100,1000,0.0,0.2,39.0,10.0
10,50,1800,0.0,0.2,15.666667,11.666667
10,60,1800,0.0,0.2,32.333332,13.0
10,70,1800,0.0,0.2,26.333334,9.333333
10,80,1800,0.0,0.2,38.0,12.0
10,90,1800,0.0,0.2,44.666668,8.333333
10,100,1800,0.0,0.2,67.666664,6.3333335
10,50,2600,0.0,0.2,22.0,11.333333
10,60,2600,0.0,0.2,32.0,8.0
10,70,2600,0.0,0.2,41.333332,11.0
10,80,2600,0.0,0.2,43.333332,13.666667
10,90,2600,0.0,0.2,59.666668,9.666667
10,100,2600,0.0,0.2,76.0,9.0
10,50,3400,0.0,0.2,27.666666,8.333333
10,60,3400,0.0,0.2,34.0,8.0
10,70,3400,0.0,0.2,66.666664,11.333333
10,80,3400,0.0,0.2,66.0,11.333333
10,90,3400,0.0,0.2,89.666664,9.666667
10,100,3400,0.0,0.2,94.333336,10.666667
10,50,4200,0.0,0.2,35.666668,8.0
10,60,4200,0.0,0.2,45.333332,10.666667
10,70,4200,0.0,0.2,56.0,9.666667
10,80,4200,0.0,0.2,75.0,10.333333
10,90,4200,0.0,0.2,89.666664,13.333333
10,100,4200,0.0,0.2,111.0,7.3333335
10,50,5000,0.0,0.2,43.0,9.0
10,60,5000,0.0,0.2,54.0,9.0
10,70,5000,0.0,0.2,71.0,9.666667
10,80,5000,0.0,0.2,129.0,10.333333
10,90,5000,0.0,0.2,236.66667,11.666667
10,100,5000,0.0,0.2,119.0,10.0
10,50,1000,0.0,0.4,11.666667,13.333333
10,60,1000,0.0,0.4,17.333334,9.0
10,70,1000,0.0,0.4,20.0,13.0
10,80,1000,0.0,0.4,23.333334,11.0
10,90,1000,0.0,0.4,26.333334,12.666667
10,100,1000,0.0,0.4,35.333332,10.666667
10,50,1800,0.0,0.4,21.333334,13.0
10,60,1800,0.0,0.4,23.333334,8.333333
10,70,1800,0.0,0.4,32.333332,10.0
10,80,1800,0.0,0.4,34.666668,8.0
10,90,1800,0.0,0.4,49.666668,11.333333
10,100,1800,0.0,0.4,57.666668,9.0
10,50,2600,0.0,0.4,25.0,9.666667
10,60,2600,0.0,0.4,33.666668,10.333333
